brewery_id,X,count.x,abv,ibu,id,beer,style,ounces,style2,count.y,brewery,city.x,state.x,label,Name,city.y,state.y,Imputed_IBU
166,1568,1568,0.065,65,828,Dale's Pale Ale (2012),American Pale Ale (APA),12,American Pale Ale (APA),167,Oskar Blues Brewery,Longmont,CO,Dale's Pale Ale (2012) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,65
166,1569,1569,0.087,85,806,Gordon Imperial Red (2010),American Double / Imperial IPA,12,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,Gordon Imperial Red (2010) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,85
166,1570,1570,0.065,65,755,Dale's Pale Ale (2011),American Pale Ale (APA),12,American Pale Ale (APA),167,Oskar Blues Brewery,Longmont,CO,Dale's Pale Ale (2011) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,65
166,1571,1571,0.065,65,754,Dale's Pale Ale (2010),American Pale Ale (APA),12,American Pale Ale (APA),167,Oskar Blues Brewery,Longmont,CO,Dale's Pale Ale (2010) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,65
166,1572,1572,0.087,85,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,16,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,G'KNIGHT (16 oz.) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,85
166,1573,1573,0.09,NA,720,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,16,NA,167,Oskar Blues Brewery,Longmont,CO,15th Anniversary Abbey Ale (2012) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,75
166,1574,1574,0.08,NA,661,Chaka,Belgian Strong Pale Ale,16,NA,167,Oskar Blues Brewery,Longmont,CO,Chaka (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,35
166,1575,1575,0.08,70,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,12,NA,167,Oskar Blues Brewery,Longmont,CO,HGH (Home Grown Hops): Part Duh (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,70
166,1576,1576,0.08,NA,565,Deviant Dale's IPA,American Double / Imperial IPA,16,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,Deviant Dale's IPA (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,69
166,1577,1577,0.09,60,391,One Hit Wonder,American Double / Imperial IPA,12,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,One Hit Wonder (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,60
166,1578,1578,0.087,85,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,12,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,G'KNIGHT (12 oz.) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,85
166,1579,1579,0.099,98,8,Ten Fidy Imperial Stout,Russian Imperial Stout,12,NA,167,Oskar Blues Brewery,Longmont,CO,Ten Fidy Imperial Stout (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,98
166,1580,1580,0.053,35,7,Mama's Little Yella Pils,Czech Pilsener,12,NA,167,Oskar Blues Brewery,Longmont,CO,Mama's Little Yella Pils (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,35
166,1581,1581,0.099,100,6,GUBNA Imperial IPA,American Double / Imperial IPA,12,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,GUBNA Imperial IPA (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,100
166,1582,1582,0.08,35,5,Old Chub,Scottish Ale,12,NA,167,Oskar Blues Brewery,Longmont,CO,Old Chub (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,35
166,1583,1583,0.087,85,4,Gordon Ale (2009),American Double / Imperial IPA,12,American Double / Imperial IPA,167,Oskar Blues Brewery,Longmont,CO,Gordon Ale (2009) (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,85
166,1584,1584,0.065,65,1,Dale's Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),167,Oskar Blues Brewery,Longmont,CO,Dale's Pale Ale (Oskar Blues Brewery),Great Crescent Brewery,Aurora, IN,65
167,370,370,0.058,NA,2299,Mango Ginger,American IPA,12,American IPA,168,Boxcar Brewing Company,West Chester,PA,Mango Ginger (Boxcar Brewing Company),Oskar Blues Brewery,Longmont, CO,36
167,371,371,0.047,NA,2298,Passenger,English Dark Mild Ale,12,NA,168,Boxcar Brewing Company,West Chester,PA,Passenger (Boxcar Brewing Company),Oskar Blues Brewery,Longmont, CO,16
167,369,369,0.065,NA,2300,1492,American Pale Ale (APA),12,American Pale Ale (APA),168,Boxcar Brewing Company,West Chester,PA,1492 (Boxcar Brewing Company),Oskar Blues Brewery,Longmont, CO,72
168,1048,1048,0.07,68,2294,The Power of Zeus,American Pale Ale (APA),12,American Pale Ale (APA),169,High Hops Brewery,Windsor,CO,The Power of Zeus (High Hops Brewery),Boxcar Brewing Company,West Chester, PA,68
168,1047,1047,0.063,21,2295,The Golden One,American Pilsner,12,NA,169,High Hops Brewery,Windsor,CO,The Golden One (High Hops Brewery),Boxcar Brewing Company,West Chester, PA,21
169,663,663,0.049,25,2293,Aviator Raspberry Blonde,American Blonde Ale,12,American Blonde Ale,170,Crooked Fence Brewing Company,Garden City,ID,Aviator Raspberry Blonde (Crooked Fence Brewing Company),High Hops Brewery,Windsor, CO,25
169,665,665,0.056,NA,1104,Rusty Nail Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),170,Crooked Fence Brewing Company,Garden City,ID,Rusty Nail Pale Ale (Crooked Fence Brewing Company),High Hops Brewery,Windsor, CO,11
169,664,664,0.055,NA,1105,3 Picket Porter,American Porter,12,NA,170,Crooked Fence Brewing Company,Garden City,ID,3 Picket Porter (Crooked Fence Brewing Company),High Hops Brewery,Windsor, CO,40
170,760,760,0.062,80,1504,Country Boy IPA,American IPA,12,American IPA,171,Everybody's Brewing,White Salmon,WA,Country Boy IPA (Everybody's Brewing),Crooked Fence Brewing Company,Garden City, ID,80
170,759,759,0.043,60,2292,Little Sister India Style Session Ale,American IPA,12,American IPA,171,Everybody's Brewing,White Salmon,WA,Little Sister India Style Session Ale (Everybody's Brewing),Crooked Fence Brewing Company,Garden City, ID,60
171,102,102,0.042,NA,2291,Blood Orange Gose,Gose,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Blood Orange Gose (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,14
171,105,105,0.06,NA,1563,Fall Hornin',Pumpkin Ale,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Fall Hornin' (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,64
171,106,106,0.057,13,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,13
171,103,103,0.042,NA,1818,Keebarlin' Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),172,Anderson Valley Brewing Company,Boonville,CA,Keebarlin' Pale Ale (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,35
171,104,104,0.048,NA,1738,"the Kimmie, the Yink and the Holy Gose",Gose,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,"the Kimmie, the Yink and the Holy Gose (Anderson Valley Brewing Company)",Everybody's Brewing,White Salmon, WA,22
171,113,113,0.056,4,753,Summer Solstice Cerveza Crema (2009),Cream Ale,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice Cerveza Crema (2009) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,4
171,114,114,0.057,13,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (2012) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,13
171,115,115,0.069,6,523,Winter Solstice,Winter Warmer,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Winter Solstice (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,6
171,116,116,0.07,80,367,Hop Ottin' IPA (2011),American IPA,12,American IPA,172,Anderson Valley Brewing Company,Boonville,CA,Hop Ottin' IPA (2011) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,80
171,117,117,0.058,15,78,Boont Amber Ale (2011),American Amber / Red Ale,12,American Amber / Red Ale,172,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (2011) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,15
171,118,118,0.056,4,77,Summer Solstice (2011),Cream Ale,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice (2011) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,4
171,119,119,0.055,28,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12,American Pale Ale (APA),172,Anderson Valley Brewing Company,Boonville,CA,Poleeko Gold Pale Ale (2009) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,28
171,107,107,0.056,4,1350,Summer Solstice,Cream Ale,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,4
171,108,108,0.07,80,1327,Hop Ottin' IPA,American IPA,12,American IPA,172,Anderson Valley Brewing Company,Boonville,CA,Hop Ottin' IPA (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,80
171,109,109,0.058,15,1326,Boont Amber Ale,American Amber / Red Ale,12,American Amber / Red Ale,172,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,15
171,110,110,0.057,13,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,12,NA,172,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,13
171,111,111,0.055,25,1217,El Steinber Dark Lager,Vienna Lager,16,NA,172,Anderson Valley Brewing Company,Boonville,CA,El Steinber Dark Lager (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,25
171,112,112,0.058,15,811,Boont Amber Ale (2010),American Amber / Red Ale,12,American Amber / Red Ale,172,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (2010) (Anderson Valley Brewing Company),Everybody's Brewing,White Salmon, WA,15
172,789,789,0.082,NA,2027,Hyzer Flip,American Double / Imperial IPA,16,American Double / Imperial IPA,173,Fiddlehead Brewing Company,Shelburne,VT,Hyzer Flip (Fiddlehead Brewing Company),Anderson Valley Brewing Company,Boonville, CA,90
172,790,790,0.082,80,1929,Second Fiddle,American Double / Imperial IPA,16,American Double / Imperial IPA,173,Fiddlehead Brewing Company,Shelburne,VT,Second Fiddle (Fiddlehead Brewing Company),Anderson Valley Brewing Company,Boonville, CA,80
172,788,788,0.081,NA,2289,Mastermind,American Double / Imperial IPA,12,American Double / Imperial IPA,173,Fiddlehead Brewing Company,Shelburne,VT,Mastermind (Fiddlehead Brewing Company),Anderson Valley Brewing Company,Boonville, CA,35
172,791,791,0.055,30,1858,Hodad Porter,American Porter,16,NA,173,Fiddlehead Brewing Company,Shelburne,VT,Hodad Porter (Fiddlehead Brewing Company),Anderson Valley Brewing Company,Boonville, CA,30
173,771,771,0.055,NA,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12,American Pale Ale (APA),174,Evil Twin Brewing,Brooklyn,NY,Hipster Ale (Westbrook Brewing) (Evil Twin Brewing),Fiddlehead Brewing Company,Shelburne, VT,24
173,770,770,0.027,NA,1286,Bikini Beer,American IPA,12,American IPA,174,Evil Twin Brewing,Brooklyn,NY,Bikini Beer (Evil Twin Brewing),Fiddlehead Brewing Company,Shelburne, VT,27
173,767,767,0.04,NA,2283,Nomader Weiss,Berliner Weissbier,12,NA,174,Evil Twin Brewing,Brooklyn,NY,Nomader Weiss (Evil Twin Brewing),Fiddlehead Brewing Company,Shelburne, VT,26
173,768,768,0.085,NA,2248,Molotov Lite,American Double / Imperial IPA,16,American Double / Imperial IPA,174,Evil Twin Brewing,Brooklyn,NY,Molotov Lite (Evil Twin Brewing),Fiddlehead Brewing Company,Shelburne, VT,29
173,769,769,0.055,NA,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12,American Pale Ale (APA),174,Evil Twin Brewing,Brooklyn,NY,Hipster Ale (Two Roads Brewing) (Evil Twin Brewing),Fiddlehead Brewing Company,Shelburne, VT,40
174,1474,1474,0.088,NA,1114,MechaHopzilla,American Double / Imperial IPA,16,American Double / Imperial IPA,175,New Orleans Lager & Ale Brewing ...,New Orleans,LA,MechaHopzilla (New Orleans Lager & Ale Brewing ...),Evil Twin Brewing,Brooklyn, NY,75
174,1475,1475,0.065,NA,486,Hopitoulas IPA,American IPA,16,American IPA,175,New Orleans Lager & Ale Brewing ...,New Orleans,LA,Hopitoulas IPA (New Orleans Lager & Ale Brewing ...),Evil Twin Brewing,Brooklyn, NY,35
174,1476,1476,0.039,NA,485,NOLA Brown Ale,English Dark Mild Ale,12,NA,175,New Orleans Lager & Ale Brewing ...,New Orleans,LA,NOLA Brown Ale (New Orleans Lager & Ale Brewing ...),Evil Twin Brewing,Brooklyn, NY,18
174,1477,1477,0.049,NA,484,NOLA Blonde Ale,American Blonde Ale,12,American Blonde Ale,175,New Orleans Lager & Ale Brewing ...,New Orleans,LA,NOLA Blonde Ale (New Orleans Lager & Ale Brewing ...),Evil Twin Brewing,Brooklyn, NY,16
174,1473,1473,0.068,NA,1582,Irish Channel Stout,American Stout,16,NA,175,New Orleans Lager & Ale Brewing ...,New Orleans,LA,Irish Channel Stout (New Orleans Lager & Ale Brewing ...),Evil Twin Brewing,Brooklyn, NY,80
174,1472,1472,0.05,NA,2272,Rebirth Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),175,New Orleans Lager & Ale Brewing ...,New Orleans,LA,Rebirth Pale Ale (New Orleans Lager & Ale Brewing ...),Evil Twin Brewing,Brooklyn, NY,45
175,1971,1971,0.058,NA,2271,Ball & Chain (2014),American Pale Ale (APA),16,American Pale Ale (APA),176,Spiteful Brewing Company,Chicago,IL,Ball & Chain (2014) (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,50
175,1972,1972,0.096,NA,2206,Bitter Biker Double IPA,American Double / Imperial IPA,16,American Double / Imperial IPA,176,Spiteful Brewing Company,Chicago,IL,Bitter Biker Double IPA (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,98
175,1973,1973,0.082,NA,2136,God Damn Pigeon Porter,American Porter,16,NA,176,Spiteful Brewing Company,Chicago,IL,God Damn Pigeon Porter (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,115
175,1974,1974,0.079,NA,2135,Working for the Weekend,American Double / Imperial IPA,16,American Double / Imperial IPA,176,Spiteful Brewing Company,Chicago,IL,Working for the Weekend (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,95
175,1975,1975,0.06,NA,2134,Angry Adam,American Amber / Red Ale,16,American Amber / Red Ale,176,Spiteful Brewing Company,Chicago,IL,Angry Adam (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,69
175,1976,1976,0.055,NA,2109,Freedom Fries,American Stout,16,NA,176,Spiteful Brewing Company,Chicago,IL,Freedom Fries (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,13
175,1977,1977,0.096,NA,1821,Bitter Biker Double IPA,American Double / Imperial IPA,12,American Double / Imperial IPA,176,Spiteful Brewing Company,Chicago,IL,Bitter Biker Double IPA (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,94
175,1978,1978,0.073,NA,1820,Ghost Bike Pale Ale,American Pale Ale (APA),16,American Pale Ale (APA),176,Spiteful Brewing Company,Chicago,IL,Ghost Bike Pale Ale (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,60
175,1979,1979,0.062,NA,1819,Spiteful IPA,American IPA,12,American IPA,176,Spiteful Brewing Company,Chicago,IL,Spiteful IPA (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,55
175,1980,1980,0.06,NA,1634,Alley Time,American Pale Ale (APA),12,American Pale Ale (APA),176,Spiteful Brewing Company,Chicago,IL,Alley Time (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,46
175,1981,1981,0.058,NA,1633,Fat Badger,Irish Red Ale,12,NA,176,Spiteful Brewing Company,Chicago,IL,Fat Badger (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,35
175,1982,1982,0.055,NA,1632,In the Weeds,American Pale Wheat Ale,12,American Pale Wheat Ale,176,Spiteful Brewing Company,Chicago,IL,In the Weeds (Spiteful Brewing Company),New Orleans Lager & Ale Brewing ...,New Orleans, LA,50
176,1681,1681,0.046,NA,2269,Rahr's Blonde,Munich Helles Lager,12,NA,177,Rahr & Sons Brewing Company,Fort Worth,TX,Rahr's Blonde (Rahr & Sons Brewing Company),Spiteful Brewing Company,Chicago, IL,25
176,1682,1682,0.058,60,2229,Pride of Texas Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),177,Rahr & Sons Brewing Company,Fort Worth,TX,Pride of Texas Pale Ale (Rahr & Sons Brewing Company),Spiteful Brewing Company,Chicago, IL,60
177,4,4,0.09,NA,2263,Sinister,American Double / Imperial IPA,12,American Double / Imperial IPA,178,18th Street Brewery,Gary,IN,Sinister (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,115
177,5,5,0.075,NA,2262,Sex and Candy,American IPA,12,American IPA,178,18th Street Brewery,Gary,IN,Sex and Candy (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,23
177,6,6,0.077,NA,2261,Black Exodus,Oatmeal Stout,12,NA,178,18th Street Brewery,Gary,IN,Black Exodus (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,60
177,7,7,0.045,NA,2260,Lake Street Express,American Pale Ale (APA),12,American Pale Ale (APA),178,18th Street Brewery,Gary,IN,Lake Street Express (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,12
177,8,8,0.065,NA,2259,Foreman,American Porter,12,NA,178,18th Street Brewery,Gary,IN,Foreman (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,72
177,9,9,0.055,NA,2258,Jade,American Pale Ale (APA),12,American Pale Ale (APA),178,18th Street Brewery,Gary,IN,Jade (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,40
177,10,10,0.086,NA,2131,Cone Crusher,American Double / Imperial IPA,12,American Double / Imperial IPA,178,18th Street Brewery,Gary,IN,Cone Crusher (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,108
177,11,11,0.072,NA,2099,Sophomoric Saison,Saison / Farmhouse Ale,12,NA,178,18th Street Brewery,Gary,IN,Sophomoric Saison (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,83
177,2,2,0.066,NA,2265,Devil's Cup,American Pale Ale (APA),12,American Pale Ale (APA),178,18th Street Brewery,Gary,IN,Devil's Cup (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,71
177,3,3,0.071,NA,2264,Rise of the Phoenix,American IPA,12,American IPA,178,18th Street Brewery,Gary,IN,Rise of the Phoenix (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,50
177,13,13,0.069,NA,2097,Garce Sel̩,Saison / Farmhouse Ale,12,NA,178,18th Street Brewery,Gary,IN,Garce Sel̩ (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,70
177,14,14,0.085,NA,1980,Troll Destroyer,Belgian IPA,12,NA,178,18th Street Brewery,Gary,IN,Troll Destroyer (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,85
177,15,15,0.061,60,1979,Bitter Bitch,American Pale Ale (APA),12,American Pale Ale (APA),178,18th Street Brewery,Gary,IN,Bitter Bitch (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,60
177,12,12,0.073,NA,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,NA,178,18th Street Brewery,Gary,IN,Regional Ring Of Fire (18th Street Brewery),Rahr & Sons Brewing Company,Fort Worth, TX,22
178,519,519,0.05,NA,2257,Remain in Light,American Pilsner,12,NA,179,Cambridge Brewing Company,Cambridge,MA,Remain in Light (Cambridge Brewing Company),18th Street Brewery,Gary, IN,25
178,520,520,0.065,NA,2256,Flower Child (2014),American IPA,12,American IPA,179,Cambridge Brewing Company,Cambridge,MA,Flower Child (2014) (Cambridge Brewing Company),18th Street Brewery,Gary, IN,44
179,546,546,0.059,22,2255,Santa's Secret,Winter Warmer,16,NA,180,Carolina Brewery,Pittsboro,NC,Santa's Secret (Carolina Brewery),Cambridge Brewing Company,Cambridge, MA,22
179,547,547,0.057,NA,530,Flagship IPA,English India Pale Ale (IPA),12,NA,180,Carolina Brewery,Pittsboro,NC,Flagship IPA (Carolina Brewery),Cambridge Brewing Company,Cambridge, MA,55
179,548,548,0.051,NA,427,Sky Blue Golden Ale,K̦lsch,12,NA,180,Carolina Brewery,Pittsboro,NC,Sky Blue Golden Ale (Carolina Brewery),Cambridge Brewing Company,Cambridge, MA,36
180,885,885,0.07,73,2254,Salamander Slam,American IPA,16,American IPA,181,Frog Level Brewing Company,Waynesville,NC,Salamander Slam (Frog Level Brewing Company),Carolina Brewery,Pittsboro, NC,73
181,2371,2371,0.068,21,2253,Blonde Hunny,Belgian Pale Ale,12,NA,182,Wild Wolf Brewing Company,Nellysford,VA,Blonde Hunny (Wild Wolf Brewing Company),Frog Level Brewing Company,Waynesville, NC,21
181,2372,2372,0.057,20,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,12,NA,182,Wild Wolf Brewing Company,Nellysford,VA,Wild Wolf Wee Heavy Scottish Style Ale (Wild Wolf Brewing Company),Frog Level Brewing Company,Waynesville, NC,20
181,2373,2373,0.045,25,1195,Wild Wolf American Pilsner,American Pilsner,12,NA,182,Wild Wolf Brewing Company,Nellysford,VA,Wild Wolf American Pilsner (Wild Wolf Brewing Company),Frog Level Brewing Company,Waynesville, NC,25
181,2374,2374,0.051,45,1194,Alpha Ale,American Pale Ale (APA),12,American Pale Ale (APA),182,Wild Wolf Brewing Company,Nellysford,VA,Alpha Ale (Wild Wolf Brewing Company),Frog Level Brewing Company,Waynesville, NC,45
182,504,504,0.053,25,169,Horny Toad Cerveza (2013),American Blonde Ale,16,American Blonde Ale,183,COOP Ale Works,Oklahoma City,OK,Horny Toad Cerveza (2013) (COOP Ale Works),Wild Wolf Brewing Company,Nellysford, VA,25
182,500,500,0.053,25,2214,Horny Toad Cerveza,American Blonde Ale,16,American Blonde Ale,183,COOP Ale Works,Oklahoma City,OK,Horny Toad Cerveza (COOP Ale Works),Wild Wolf Brewing Company,Nellysford, VA,25
182,501,501,0.063,35,2213,Native Amber,American Amber / Red Ale,16,American Amber / Red Ale,183,COOP Ale Works,Oklahoma City,OK,Native Amber (COOP Ale Works),Wild Wolf Brewing Company,Nellysford, VA,35
182,499,499,0.052,NA,2252,Gran Sport,American Porter,16,NA,183,COOP Ale Works,Oklahoma City,OK,Gran Sport (COOP Ale Works),Wild Wolf Brewing Company,Nellysford, VA,30
182,502,502,0.068,100,1442,F5 IPA,American IPA,16,American IPA,183,COOP Ale Works,Oklahoma City,OK,F5 IPA (COOP Ale Works),Wild Wolf Brewing Company,Nellysford, VA,100
182,503,503,0.063,35,170,Native Amber (2013),American Amber / Red Ale,16,American Amber / Red Ale,183,COOP Ale Works,Oklahoma City,OK,Native Amber (2013) (COOP Ale Works),Wild Wolf Brewing Company,Nellysford, VA,35
183,1834,1834,0.077,40,2250,Seventh Son of a Seventh Son,American Strong Ale,16,NA,184,Seventh Son Brewing Company,Columbus,OH,Seventh Son of a Seventh Son (Seventh Son Brewing Company),COOP Ale Works,Oklahoma City, OK,40
183,1835,1835,0.053,20,1768,Stone Fort Brown Ale,English Brown Ale,16,NA,184,Seventh Son Brewing Company,Columbus,OH,Stone Fort Brown Ale (Seventh Son Brewing Company),COOP Ale Works,Oklahoma City, OK,20
183,1836,1836,0.077,40,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,16,American Amber / Red Ale,184,Seventh Son Brewing Company,Columbus,OH,Seventh Son Hopped Red Ale (Seventh Son Brewing Company),COOP Ale Works,Oklahoma City, OK,40
183,1837,1837,0.06,53,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),16,American Pale Ale (APA),184,Seventh Son Brewing Company,Columbus,OH,Humulus Nimbus Super Pale Ale (Seventh Son Brewing Company),COOP Ale Works,Oklahoma City, OK,53
183,1838,1838,0.07,68,1765,Golden Ratio IPA,American IPA,16,American IPA,184,Seventh Son Brewing Company,Columbus,OH,Golden Ratio IPA (Seventh Son Brewing Company),COOP Ale Works,Oklahoma City, OK,68
184,1514,1514,0.082,25,2247,Lake Monster,Baltic Porter,16,NA,185,Oasis Texas Brewing Company,Austin,TX,Lake Monster (Oasis Texas Brewing Company),Seventh Son Brewing Company,Columbus, OH,25
184,1515,1515,0.049,27,2071,London Homesick Ale,English Bitter,12,NA,185,Oasis Texas Brewing Company,Austin,TX,London Homesick Ale (Oasis Texas Brewing Company),Seventh Son Brewing Company,Columbus, OH,27
184,1516,1516,0.048,35,2070,Luchesa Lager,Keller Bier / Zwickel Bier,12,NA,185,Oasis Texas Brewing Company,Austin,TX,Luchesa Lager (Oasis Texas Brewing Company),Seventh Son Brewing Company,Columbus, OH,35
184,1517,1517,0.048,35,2069,Slow Ride,American Pale Ale (APA),12,American Pale Ale (APA),185,Oasis Texas Brewing Company,Austin,TX,Slow Ride (Oasis Texas Brewing Company),Seventh Son Brewing Company,Columbus, OH,35
185,2307,2307,0.068,NA,2245,Nunica Pine,Cider,16,NA,186,Vander Mill Ciders,Spring Lake,MI,Nunica Pine (Vander Mill Ciders),Oasis Texas Brewing Company,Austin, TX,60
185,2308,2308,0.069,NA,2244,Ginger Peach,Cider,16,NA,186,Vander Mill Ciders,Spring Lake,MI,Ginger Peach (Vander Mill Ciders),Oasis Texas Brewing Company,Austin, TX,93
185,2309,2309,0.068,NA,1378,Totally Roasted,Cider,16,NA,186,Vander Mill Ciders,Spring Lake,MI,Totally Roasted (Vander Mill Ciders),Oasis Texas Brewing Company,Austin, TX,17
185,2310,2310,0.068,NA,1377,Blue Gold,Cider,16,NA,186,Vander Mill Ciders,Spring Lake,MI,Blue Gold (Vander Mill Ciders),Oasis Texas Brewing Company,Austin, TX,17
185,2311,2311,0.068,NA,1376,Hard Apple,Cider,16,NA,186,Vander Mill Ciders,Spring Lake,MI,Hard Apple (Vander Mill Ciders),Oasis Texas Brewing Company,Austin, TX,17
186,1986,1986,0.052,NA,2242,Gunga Din,Cider,16,NA,187,St. Julian Winery,Paw Paw,MI,Gunga Din (St. Julian Winery),Vander Mill Ciders,Spring Lake, MI,23
187,1622,1622,0.04,12,2238,Lobo Lito,Light Lager,12,NA,188,Pedernales Brewing Company,Fredericksburg,TX,Lobo Lito (Pedernales Brewing Company),St. Julian Winery,Paw Paw, MI,12
187,1623,1623,0.05,17,2144,Robert Earl Keen Honey Pils,American Pilsner,12,NA,188,Pedernales Brewing Company,Fredericksburg,TX,Robert Earl Keen Honey Pils (Pedernales Brewing Company),St. Julian Winery,Paw Paw, MI,17
188,1408,1408,0.052,21,2237,Towhead,American Blonde Ale,12,American Blonde Ale,189,Mother's Brewing,Springfield,MO,Towhead (Mother's Brewing),Pedernales Brewing Company,Fredericksburg, TX,21
